"index";"Company";"TypeName";"Inches";"screen_type";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_model";"cpu_speed";"Ram";"Gpu";"storage_type";"primary_storage";"secondary_storage";"OpSys";"Weight";"Price"
176;"Dell";"Notebook";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;16;"AMD";"Hybrid";256;2048;"Windows";2.8;69211.0
177;"Dell";"Ultrabook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.7;46833.0
178;"HP";"Ultrabook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;4;"Intel";"SSD";256;0;"Windows";1.48;57649.0
179;"Toshiba";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";512;0;"Windows";2.4;74752.0
180;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;6;"AMD";"SSD";256;0;"Windows";1.91;32980.0
181;"Lenovo";"2 in 1 Convertible";14.0;"IPS Full HD";1920;1080;1;"Intel";"Core i3";2.0;4;"Intel";"SSD";256;0;"Windows";1.74;33513.0
182;"Asus";"2 in 1 Convertible";13.3;"Full HD";1920;1080;1;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.1;70063.0
183;"Lenovo";"Notebook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i3";2.0;8;"Intel";"SSD";256;0;"No OS";1.7;31915.0
184;"Dell";"2 in 1 Convertible";15.6;"Full HD";1920;1080;1;"Intel";"Core i7";1.0;8;"Intel";"SSD";256;0;"Windows";1.56;55891.0
185;"Asus";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.4;50136.0
186;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.86;36763.0
187;"Asus";"Ultrabook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";512;0;"Windows";1.8;105654.0
188;"HP";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"AMD";"HDD";500;0;"Windows";1.86;23373.0
189;"HP";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";32;0;"Windows";1.44;12201.0
190;"Toshiba";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";500;0;"Windows";2.1;23816.0
191;"Asus";"Notebook";15.6;"Standard";1366;768;0;"AMD";"A9-Series";3.0;4;"AMD";"HDD";1024;0;"Windows";2.03;21472.0
192;"Acer";"Notebook";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;4;"Nvidia";"SSD";256;0;"Windows";3.0;42890.0
193;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"AMD";"SSD";256;0;"Windows";2.13;38788.0
194;"Lenovo";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";256;0;"Windows";2.5;57489.0
195;"Acer";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"HDD";1024;0;"Windows";2.1;18541.0
196;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;4;"Intel";"HDD";1024;0;"Windows";1.9;29251.0
197;"Asus";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;12;"Nvidia";"HDD";1024;0;"Linux";3.0;50563.0
198;"Microsoft";"Ultrabook";13.5;"Standard";2256;1504;1;"Intel";"Core i5";2.0;4;"Intel";"SSD";128;0;"Windows";1.25;58022.0
199;"Dell";"Ultrabook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";1.0;64;"AMD";"SSD";256;0;"Windows";1.4;50882.0
200;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"AMD";"SSD";256;0;"Windows";2.2;46354.0
201;"MSI";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";2.7;58342.0
202;"Acer";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Core i3";2.0;8;"Intel";"HDD";1024;0;"Windows";2.1;20726.0
203;"Asus";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"HDD";1024;0;"Windows";2.2;50563.0
204;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"HDD";2048;0;"No OS";2.2;27652.0
205;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"Intel";"Hybrid";128;1024;"Windows";2.02;45554.0
206;"Acer";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Nvidia";"HDD";1024;0;"Windows";2.2;28238.0
207;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"AMD";"Hybrid";128;2048;"Windows";2.02;51730.0
208;"HP";"Notebook";17.3;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Nvidia";"Hybrid";128;1024;"Windows";2.5;52055.0
209;"Lenovo";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"HDD";1024;0;"No OS";2.2;17156.0
210;"Dell";"Ultrabook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.88;58403.0
211;"Dell";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"HDD";1024;0;"Windows";2.65;53227.0
212;"Apple";"Ultrabook";12.0;"IPS Retina";2304;1440;0;"Intel";"Core i5";1.0;8;"Intel";"SSD";512;0;"macOS";0.92;80453.0
213;"Dell";"Notebook";15.6;"Standard";1366;768;1;"Intel";"Core i5";2.0;8;"Intel";"HDD";2048;0;"Windows";2.36;29697.0
214;"HP";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.63;45821.0
215;"Dell";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.36;76031.0
216;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"AMD";"A6-Series";2.0;4;"AMD";"SSD";128;0;"Windows";2.2;21259.0
217;"Acer";"Notebook";15.6;"Standard";1366;768;0;"AMD";"A9-Series";3.0;4;"AMD";"HDD";1024;0;"Windows";2.1;21046.0
218;"Dell";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";128;1024;"Windows";2.65;71875.0
219;"HP";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";500;0;"Windows";1.86;23390.0
220;"Asus";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";2.0;50350.0
221;"HP";"Ultrabook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"Nvidia";"SSD";256;0;"Windows";1.83;37243.0
222;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.96;31914.0
223;"Asus";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";128;1024;"Windows";2.2;77203.0
224;"Dell";"Ultrabook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"Intel";"SSD";256;0;"Windows";1.21;87859.0
225;"Asus";"Gaming";15.6;"Full HD";1920;1080;0;"AMD";"FX";3.0;8;"AMD";"HDD";1024;0;"Windows";2.45;37243.0
226;"Acer";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;2;"Nvidia";"HDD";1024;0;"Windows";2.2;36710.0
227;"Lenovo";"Notebook";17.3;"Standard";1600;900;0;"Intel";"Core i5";2.0;6;"Nvidia";"Hybrid";128;1024;"Windows";2.8;38308.0
228;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"HDD";1024;0;"Windows";1.86;34046.0
229;"HP";"Notebook";13.3;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;16;"Intel";"SSD";512;0;"Windows";1.49;63776.0
230;"Lenovo";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;8;"Nvidia";"SSD";256;0;"No OS";2.2;26587.0
231;"Dell";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"SSD";256;0;"Windows";2.65;63670.0
232;"HP";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Pentium";1.0;8;"Intel";"HDD";2048;0;"Windows";2.04;20726.0
233;"Asus";"Ultrabook";14.0;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.25;55891.0
234;"Acer";"2 in 1 Convertible";13.3;"IPS Full HD";1920;1080;1;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.5;45128.0
235;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"AMD";"HDD";1024;0;"Linux";2.2;31963.0
236;"Dell";"Notebook";17.3;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"AMD";"Hybrid";128;1024;"Windows";2.8;57809.0
237;"Lenovo";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"Hybrid";128;1024;"No OS";2.4;43104.0
238;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"AMD";"SSD";256;0;"Windows";2.33;47899.0
239;"HP";"Ultrabook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.36;93240.0
240;"Asus";"2 in 1 Convertible";15.6;"Full HD";1920;1080;1;"Intel";"Core i7";2.0;12;"Nvidia";"Hybrid";512;2048;"Windows";2.26;58555.0
241;"Acer";"Notebook";15.6;"Standard";1366;768;0;"AMD";"A9-Series";3.0;4;"AMD";"SSD";128;0;"Windows";2.1;22697.0
242;"Asus";"Gaming";17.3;"IPS Full HD";1920;1080;0;"AMD";"Ryzen";3.0;16;"AMD";"Hybrid";256;1024;"Windows";3.25;117163.0
243;"Lenovo";"Notebook";17.3;"Standard";1600;900;0;"AMD";"A8-Series";2.0;4;"AMD";"SSD";128;0;"Windows";2.6;26054.0
244;"Dell";"2 in 1 Convertible";13.3;"Full HD";1920;1080;1;"Intel";"Core i7";1.0;8;"Intel";"SSD";256;0;"Windows";1.62;46301.0
245;"Lenovo";"Notebook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"SSD";256;0;"Windows";1.5;58555.0
246;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"AMD";"A9-Series";3.0;4;"AMD";"SSD";256;0;"Windows";1.91;26053.0
247;"Lenovo";"Netbook";11.6;"IPS";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";128;0;"Windows";1.59;29464.0
248;"Asus";"Ultrabook";13.3;"Full HD";1920;1080;1;"Intel";"Core i7";2.0;16;"Intel";"SSD";512;0;"Windows";1.1;93181.0
249;"Lenovo";"Ultrabook";14.0;"IPS";2560;1440;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";512;0;"Windows";1.13;121585.0
250;"Lenovo";"Notebook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"Windows";1.5;29251.0
251;"Dell";"Workstation";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"AMD";"HDD";500;0;"Windows";2.23;72940.0
252;"Dell";"Workstation";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"SSD";256;0;"Windows";2.0;113753.0
253;"Dell";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"HDD";500;0;"Windows";1.8;16464.0
254;"Lenovo";"2 in 1 Convertible";14.0;"Standard";2560;1440;1;"Intel";"Core i7";2.0;16;"Intel";"SSD";512;0;"Windows";1.42;133680.0
255;"Asus";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";32;0;"Windows";1.5;15238.0
256;"Asus";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"HDD";1024;0;"Windows";3.0;55358.0
257;"Acer";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"HDD";1024;0;"Linux";2.4;45075.0
258;"HP";"Gaming";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";3.35;63456.0
259;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"No OS";1.85;21498.0
260;"Asus";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";2.3;88178.0
261;"Asus";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";256;1024;"Windows";3.0;84768.0
262;"Acer";"Notebook";15.6;"IPS";1366;768;0;"Intel";"Core i5";1.0;12;"Nvidia";"HDD";1024;0;"Windows";2.2;36976.0
263;"MSI";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"SSD";256;0;"Windows";2.7;71875.0
264;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"AMD";"SSD";256;0;"Linux";2.33;41498.0
265;"HP";"Ultrabook";15.6;"Full HD";1920;1080;0;"AMD";"A9-Series";3.0;4;"AMD";"SSD";256;0;"Windows";1.91;26587.0
266;"Lenovo";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"AMD";"SSD";256;0;"Windows";2.1;65511.0
267;"Asus";"Notebook";15.6;"IPS 4K";3840;2160;0;"Intel";"Core i7";2.0;12;"Intel";"Hybrid";128;1024;"Windows";2.06;69211.0
268;"Lenovo";"Notebook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.9;49977.0
269;"Dell";"Workstation";15.6;"4K";3840;2160;1;"Intel";"Core i7";2.0;8;"Nvidia";"SSD";256;0;"Windows";1.78;144495.0
270;"Dell";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Core i3";2.0;8;"Intel";"SSD";128;0;"Windows";1.79;39427.0
271;"Lenovo";"Ultrabook";14.0;"IPS";2560;1440;0;"Intel";"Core i7";2.0;16;"Intel";"SSD";1024;0;"Windows";1.13;139860.0
272;"Lenovo";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";180;0;"Windows";1.7;72674.0
273;"Lenovo";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"HDD";1024;0;"Windows";2.2;16304.0
274;"Toshiba";"Notebook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.05;89084.0
275;"Asus";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";256;1024;"Windows";2.9;81465.0
276;"Dell";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"Nvidia";"SSD";512;0;"Windows";2.16;67239.0
277;"Lenovo";"Notebook";25.6;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"AMD";"Hybrid";256;1024;"Windows";2.1;60979.0
278;"Dell";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";1024;0;"Windows";2.18;31254.0
279;"Acer";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"SSD";256;0;"Linux";2.5;46833.0
280;"MSI";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";256;1024;"Windows";2.8;119827.0
281;"HP";"Notebook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;4;"Intel";"SSD";128;0;"Windows";1.49;38681.0
282;"Asus";"Ultrabook";14.0;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";512;0;"Windows";1.1;99793.0
283;"Chuwi";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Atom";1.0;4;"Intel";"SSD";64;0;"Windows";1.89;13261.0
284;"Toshiba";"Ultrabook";13.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Intel";"SSD";512;0;"Windows";1.2;93080.0
285;"Lenovo";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"Windows";2.3;30103.0
286;"Dell";"Ultrabook";14.0;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";512;0;"Windows";1.36;89510.0
287;"Lenovo";"Notebook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.75;55891.0
288;"Lenovo";"Notebook";35.6;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";500;0;"Windows";2.2;21792.0
289;"Dell";"Workstation";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";512;0;"Windows";2.17;124569.0
290;"Lenovo";"Notebook";11.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;2;"Intel";"SSD";32;0;"Windows";1.15;16221.0
291;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";512;0;"Windows";2.06;101179.0
292;"Lenovo";"Workstation";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"SSD";512;0;"Windows";2.67;102564.0
293;"Lenovo";"Ultrabook";14.0;"IPS Full HD";2560;1440;0;"Intel";"Core i7";2.0;8;"Nvidia";"SSD";512;0;"Windows";1.7;103523.0
294;"Lenovo";"Ultrabook";12.5;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Intel";"SSD";512;0;"Windows";1.36;95797.0
295;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"AMD";"HDD";1024;0;"Windows";2.1;24988.0
296;"Asus";"Ultrabook";12.5;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Intel";"SSD";512;0;"Windows";0.91;103896.0
297;"Acer";"2 in 1 Convertible";13.3;"IPS Full HD";1920;1080;1;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.6;42038.0
298;"Lenovo";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"SSD";256;0;"Windows";2.3;53919.0
299;"Asus";"2 in 1 Convertible";13.3;"IPS Full HD";1920;1080;1;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.27;49444.0
300;"Toshiba";"Ultrabook";13.3;"Full HD";1920;1080;1;"Intel";"Core i7";2.0;32;"Intel";"SSD";512;0;"Windows";1.05;149131.0
301;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;4;"AMD";"SSD";256;0;"Linux";2.3;31909.0
302;"Asus";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";1.99;71928.0
303;"Dell";"Notebook";13.3;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"Windows";1.65;36710.0
304;"Acer";"Notebook";15.6;"Standard";1366;768;0;"AMD";"A10-Series";2.0;8;"AMD";"HDD";1024;0;"Windows";2.2;30849.0
305;"HP";"Ultrabook";14.0;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.43;79920.0
306;"Asus";"Gaming";17.3;"IPS Full HD";1920;1080;1;"Intel";"Core i7";2.0;24;"Nvidia";"Hybrid";256;1024;"Windows";4.33;67612.0
307;"Dell";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i5";2.0;8;"Intel";"HDD";1024;0;"Windows";2.14;28769.0
308;"Lenovo";"Ultrabook";12.5;"IPS";1366;768;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";180;0;"Windows";1.3;58555.0
309;"Lenovo";"Ultrabook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"AMD";"SSD";256;0;"Windows";1.75;64755.0
310;"Lenovo";"2 in 1 Convertible";15.6;"IPS 4K";3840;2160;1;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";512;0;"Windows";2.0;101179.0
311;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"Intel";"SSD";256;0;"Windows";2.17;47893.0
312;"Chuwi";"Notebook";12.3;"IPS Retina";2736;1824;0;"Intel";"Celeron";1.0;6;"Intel";"SSD";64;0;"Windows";1.4;23923.0
313;"HP";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";1024;0;"Windows";1.48;93187.0
314;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";2.31;76031.0
315;"Lenovo";"Notebook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i3";2.0;8;"Intel";"SSD";256;0;"Windows";1.4;50563.0
316;"Asus";"Notebook";35.6;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;8;"Nvidia";"HDD";1024;0;"Linux";2.3;31808.0
317;"Lenovo";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";2.3;48538.0
318;"Dell";"Gaming";27.3;"IPS";2560;1440;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";256;1024;"Windows";4.42;149131.0
319;"Asus";"Netbook";11.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";64;0;"Windows";1.2;18115.0
320;"Dell";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";2.62;61752.0
321;"HP";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i5";2.0;8;"AMD";"SSD";256;0;"Windows";1.91;32980.0
322;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"AMD";"Hybrid";256;2048;"Windows";2.02;60867.0
323;"Dell";"Ultrabook";14.0;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Linux";1.6;58555.0
324;"Lenovo";"2 in 1 Convertible";13.9;"IPS Full HD";1920;1080;1;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.4;85195.0
325;"HP";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;12;"Nvidia";"Hybrid";256;1024;"Windows";3.35;106507.0
326;"Lenovo";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"HDD";500;0;"Windows";2.1;15931.0
327;"Mediacom";"2 in 1 Convertible";11.6;"IPS Full HD";1920;1080;1;"Intel";"Celeron";1.0;4;"Intel";"SSD";32;0;"Windows";1.16;15931.0
328;"Lenovo";"Netbook";11.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";16;0;"Chrome OS";1.25;14119.0
329;"Lenovo";"Notebook";13.3;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.44;50563.0
330;"Asus";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"Hybrid";256;1024;"Windows";2.0;65215.0
331;"Samsung";"Netbook";11.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";16;0;"Chrome OS";1.15;14332.0
332;"Acer";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;4;"Nvidia";"HDD";1024;0;"Windows";2.2;32661.0
333;"Lenovo";"Notebook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.4;53813.0
334;"HP";"Ultrabook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";512;0;"Windows";1.34;70489.0
335;"Lenovo";"Notebook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"Windows";1.7;31915.0
336;"Lenovo";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";256;1024;"No OS";2.4;61219.0
337;"Lenovo";"Workstation";15.6;"IPS 4K";3840;2160;0;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";512;0;"Windows";2.3;130270.0
338;"Dell";"Ultrabook";13.3;"IPS Full HD";1920;1080;1;"Intel";"Core i5";2.0;8;"Intel";"SSD";128;0;"Windows";1.29;47899.0
339;"Acer";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;4;"Nvidia";"HDD";500;0;"Windows";2.2;34046.0
340;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"HDD";1024;0;"Windows";2.18;44542.0
341;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;16;"AMD";"Hybrid";256;2048;"Windows";2.2;64961.0
342;"Xiaomi";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";1.0;16;"Nvidia";"SSD";256;0;"No OS";1.95;74589.0
343;"Asus";"Netbook";11.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;2;"Intel";"SSD";32;0;"Windows";1.1;13054.0
344;"HP";"Notebook";15.6;"Standard";1366;768;1;"Intel";"Core i5";1.0;4;"Intel";"HDD";1024;0;"Windows";2.04;27784.0
345;"Asus";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;24;"Nvidia";"SSD";512;0;"Windows";2.24;158135.0
346;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"SSD";256;0;"Windows";2.04;47366.0
347;"Asus";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";256;1024;"Windows";3.0;80133.0
348;"Lenovo";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";256;1024;"Windows";3.2;74539.0
349;"HP";"Ultrabook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.32;74539.0
350;"Dell";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.64;68184.0
